epoch,train_loss,val_loss,train_acc,val_acc
1,0.93161038087882,0.9499643765532236,0.2569183762968587,0.22572410134069804
2,1.3142449521856596,1.3555059250919639,0.4235738236598047,0.358915000643174
3,1.1360640842652687,1.2337792478785103,0.49143625153147286,0.40959213378370957
4,1.003534821488927,1.1064353620143819,0.5502725756579241,0.44287527945122207
5,0.8664844115930878,1.0202390051826846,0.6001573574447069,0.4798049299277264
6,0.7635677654391215,0.9282105442893598,0.644576130621669,0.5008774354245309
7,0.6590109786317206,0.8619132697208771,0.6866012301756672,0.5240477907884274
8,0.5890230204165354,0.7838164658958366,0.7249417194390695,0.54540448374862
9,0.5279335845003608,0.7251403371697513,0.759001806151612,0.5771961758946014
10,0.4777818690805273,0.6628225613299084,0.7826699520767808,0.6024907612068542
11,0.4307779774345989,0.6031211459242938,0.8048016994967852,0.6223959742395861
12,0.39428587584162406,0.5592765097680702,0.8160587285619614,0.6385784004968704
13,0.3596230130831197,0.521128625509895,0.8316470431512033,0.6548799988180783
14,0.32814564711791405,0.5102225734647677,0.8449137717693156,0.6682301403478493
15,0.2949113504227499,0.4862064463794289,0.8672380093847978,0.6830466090157186
16,0.27648897792729943,0.4784581928912048,0.882592795385432,0.6909651075138298
17,0.26226929470965576,0.44333435250111397,0.8931712514788203,0.7010306673895373
18,0.24478862587481992,0.4310131947624346,0.8982479824494185,0.7001161896520378
19,0.22642587322122779,0.4076702747018064,0.9017504698502401,0.7101164869588288
20,0.2172924281284896,0.41241283273097906,0.9064910764167741,0.7132398290378442
21,0.20318383604704324,0.39210891742530096,0.9136434740662143,0.7229975833840733
22,0.19188978643729232,0.3743311228626069,0.9236806263548457,0.7257697208922326
23,0.17873787821064613,0.3274804992070453,0.9259539819445629,0.7262023530480594
24,0.1714548540714439,0.32450231075438374,0.9276580292208718,0.7295660466118482
25,0.1702086117571105,0.30368687578812964,0.92554980664958,0.7392296854434255
26,0.159670490835924,0.31798919584241175,0.9288667622914808,0.7490415727956882
27,0.16340186823157088,0.2914814574462519,0.9293279383956328,0.7474933949156688
28,0.16016544253556952,0.309129478880277,0.930395466980324,0.7399222151633199
29,0.16007984419878488,0.3114136121891078,0.9356738004616558,0.7399440668843352
30,0.15984227977943383,0.3144712638856592,0.9411809726219298,0.7376269688524548
31,0.15966179266517816,0.3007085301582168,0.9447524042279848,0.7385951398481696
32,0.1583032127640378,0.2868947758802298,0.9397935771769568,0.7442055731755566
33,0.15475049790885845,0.2946307614126819,0.9370601219206491,0.7559098312960346
34,0.14758353963661391,0.30871884080046397,0.9351458072934797,0.7532991367632114
35,0.15447520209101104,0.3173234613706377,0.9334194892770935,0.753584822443447
36,0.15256184049605198,0.31221021288773054,0.9412612343611706,0.7519727240260674
37,0.1560151340803078,0.29974790979500743,0.951402205072052,0.7642
38,0.1525732146244119,0.28066813393554363,0.9600509467636558,0.7642
39,0.1584347646654481,0.27679357234201746,0.9568818137158464,0.7592349113102406
40,0.15132002721619187,0.2797032553245469,0.9551839764575478,0.7642
41,0.1580215832740563,0.2825092240757384,0.952963276824093,0.763316421802919
42,0.15008007071872892,0.2853650981755119,0.9503593126263035,0.7642
43,0.15257954796673598,0.28494022873248004,0.9402119678198093,0.7642
44,0.14828767189003605,0.2862162000385008,0.9465138671015895,0.7584890688817396
45,0.14576954289220662,0.27756535915363245,0.9414923573379457,0.7634244954065861
46,0.14982603252680948,0.26793859561251776,0.9437743285387794,0.7621938887103202
47,0.14814396242553368,0.265571525049887,0.9324147015227785,0.7692
48,0.15490183988551448,0.2827781020965943,0.9410213448867737,0.7454099762671684
49,0.1514704930103828,0.273415354873193,0.9417629647800586,0.7390501443622662
50,0.09866553024345151,0.1859939271679948,0.6306108936994252,0.4981214384032766
