epoch,train_loss,val_loss,train_acc,val_acc
1,0.9266555027025185,0.9657893442342524,0.25466660842694755,0.2633732606363815
2,1.3050798906498178,1.3882717398794124,0.4168209281909996,0.42019951037887504
3,1.1326338340979423,1.2373561479416635,0.48570147472821273,0.4564315407868472
4,0.9920753427351134,1.1310504066426263,0.547438458717325,0.49071834702173744
5,0.8644640830490589,1.0072717856905236,0.5981651516753219,0.5068673393680541
6,0.7567952678929548,0.9255875282199623,0.6459140815511863,0.5560224991427902
7,0.6689827338999176,0.8260824946829537,0.688592918866231,0.5799809127824316
8,0.5948741667001732,0.7705702532868748,0.7214525669388334,0.6127827261052724
9,0.5317222910305504,0.7054100452810755,0.7491605687963327,0.6208658367049033
10,0.48030465026620944,0.6566646100120154,0.7695683251579682,0.6364913637012789
11,0.42746710529377296,0.6068440874946878,0.7996904942380689,0.6471342011755203
12,0.38709815838005157,0.5763717385231981,0.823668950741606,0.6685094147991499
13,0.3463492844376765,0.539356106659169,0.8440532125852166,0.682029403179895
14,0.3178485869368761,0.5051661533056155,0.8577755134598106,0.6985028678831882
15,0.2912101095198062,0.46736071697261894,0.8617704996856389,0.7113568077124646
16,0.2706093880172824,0.4637233854592536,0.8692368949050375,0.7133110962270812
17,0.25399913726681517,0.441569386532548,0.8769109209568309,0.7221379691185894
18,0.2389621664118438,0.4348891688138827,0.894158386580985,0.7228884811593085
19,0.22190268136137226,0.4121159065019364,0.9036903374977946,0.740844965422872
20,0.21171193039701217,0.4022245670482195,0.9091936642244812,0.7559865575598045
21,0.20709188435612988,0.37183037885445813,0.9176728024869696,0.7775647083964411
22,0.20041383710040706,0.35021200552582465,0.9221650131287817,0.7850194616676762
23,0.19156852594987245,0.34370294367492027,0.9320765682289731,0.7851607871935512
24,0.1773280265691496,0.33775821956430285,0.92992564909337,0.7758575596132298
25,0.17663790513315364,0.33055703459921343,0.9327728856665318,0.7744834928566449
26,0.17489694344478196,0.31992765292509806,0.9319401655143804,0.7734001496308134
27,0.17244413363658911,0.3276995962688479,0.9298916177370433,0.7848204621255022
28,0.16825857585993398,0.3204945603088314,0.9283837002370157,0.7785506744574409
29,0.15991802861817403,0.3131470477530066,0.9305499619288891,0.7864194777470002
30,0.15480384368912334,0.2888518610930963,0.93565911197733,0.7774330774332514
31,0.15552918991389422,0.29338232048935897,0.9406621198955769,0.7885092520519901
32,0.15602638792278037,0.3019595975013634,0.9416987040402631,0.7935958972258351
33,0.15526582632687708,0.3131330156400711,0.9410131430305946,0.8035324506574197
34,0.15218912238779977,0.3114739574892613,0.941383056861325,0.8102649649156519
35,0.16204465726139214,0.2973982013604232,0.9384647474886108,0.8014909656932516
36,0.17009678741691142,0.3038943856876245,0.939327552336994,0.8057855435098895
37,0.16565874201783343,0.30435518970316816,0.941441325108188,0.8094738341325235
38,0.15481625477053354,0.2999203930780998,0.9455290218609949,0.8108
39,0.14622134844251272,0.29114524218157095,0.9492758092681413,0.8025369617267931
40,0.14482843891824299,0.2697061263428037,0.9499517363519862,0.8018978735366771
41,0.1468157073719495,0.259075739577854,0.9525280612907733,0.8029230125069512
42,0.15332449532495523,0.2630189245727517,0.9539373023930378,0.8108
43,0.15537346062954266,0.2791305904011407,0.9562079723419903,0.8044584011910303
44,0.1541879477458058,0.303236330866798,0.9596613304924195,0.8075596560464516
45,0.14548105263244981,0.3017924973457185,0.9577451360933145,0.8108
46,0.14383915982903417,0.3015218519018115,0.9638316109457872,0.8108
47,0.14588428214302246,0.28247661604031993,0.9576585115745837,0.8158
48,0.15070558867199763,0.2741024231497381,0.9512929692749263,0.8005230208226555
49,0.15520983982595155,0.27011085407547664,0.9421941060342114,0.802151388760355
50,0.10321421951404498,0.18296424901333266,0.6261239706236805,0.5330497966579953
