epoch,train_loss,val_loss,train_acc,val_acc
1,0.9385578996768291,0.969558597877372,0.2549528643731494,0.2528840034020602
2,1.3166803300805827,1.3673822753967595,0.4177293320933261,0.399113207557651
3,1.141457819233549,1.2246868133422288,0.4896348206916223,0.4350987920784153
4,0.9922089157667586,1.1027304347846456,0.5431402166030453,0.47069749432396246
5,0.8667017514069467,1.0157509575863317,0.5978287374497426,0.5028689858278819
6,0.7639480031497283,0.9339059416127575,0.6407469425640888,0.5249270637281469
7,0.6717525913749609,0.8646331079016165,0.6854375699497294,0.5642515512823301
8,0.5938053656078035,0.7842638325954191,0.7145003328019556,0.5943468891658276
9,0.5278782699690594,0.7308877584572018,0.7443287525832808,0.6184853873946209
10,0.4758961874670502,0.6739931272385733,0.7727714790061694,0.6335567498346415
11,0.4446265719077863,0.6378897847070586,0.7995973163000526,0.638844132331855
12,0.3948996647833233,0.5899264441049745,0.8171408042246474,0.6656827102566191
13,0.3541596332862648,0.5361596233357924,0.8359521237394556,0.6754382913807986
14,0.3012685957481062,0.5063343405593235,0.848021120873953,0.6979579716344809
15,0.28141194243258894,0.47834276644049506,0.8635137131681372,0.702506989248201
16,0.268295640677059,0.4620844693310831,0.8689514816302604,0.7141632097291171
17,0.25903304027434254,0.43373027688281407,0.877150419992312,0.7204067355885146
18,0.2407288755552235,0.4248393000363879,0.8870742534325439,0.73849261291254
19,0.2240022339731103,0.4062276420347903,0.8931568659187087,0.7530989742358487
20,0.20737706296790243,0.39906011949127673,0.9048583442932399,0.7584578475780612
21,0.19576219372578685,0.37884428885018107,0.9169943750846246,0.7535872886907302
22,0.18556135791611533,0.36746949684612995,0.9276327681310557,0.746140908211619
23,0.1836372411127663,0.3460326859123163,0.927875916974723,0.7460907169620097
24,0.1907200554438691,0.3326756504679652,0.9206193594852772,0.7547677924018058
25,0.18895781292340946,0.3263185102049929,0.920195405973791,0.7678177002229164
26,0.18517697142793046,0.332726378325481,0.9220374528496189,0.7670737846610092
27,0.1788863700789839,0.33145479489771656,0.9249786562286488,0.7725535299775026
28,0.17555444582632385,0.3313221467615887,0.9282517466073416,0.7791430643418842
29,0.1565667898085331,0.32079966567984164,0.9299213281534698,0.795
30,0.14660384025731926,0.32470806357354853,0.9391858774953528,0.795
31,0.13927838583868563,0.3202406514228133,0.9410418268482286,0.7881117318981467
32,0.1415734800436654,0.31746422816582753,0.9472198064067293,0.7882973404361157
33,0.1401870912436558,0.31366434030753276,0.9540342854965724,0.7893049089983759
34,0.14179067794228636,0.301165046741075,0.9577078571778488,0.795
35,0.15451308352824292,0.29852509855001075,0.9574849773448519,0.795
36,0.15592702001916833,0.28389563830579145,0.9486415248697944,0.795
37,0.1495736707964163,0.29787539718921574,0.9467221850205965,0.795
38,0.15023299757955463,0.2908311274306961,0.9404359733695543,0.7949295632684173
39,0.1412351771452664,0.28319640822987285,0.943907194069581,0.794519207010492
40,0.15152600475793632,0.2549078138201899,0.9475910899409664,0.795
41,0.14772104060095292,0.2628839397921044,0.9558440681202187,0.795
42,0.16091840317114262,0.2723264872501179,0.9505566001520556,0.795
43,0.15307328281855387,0.2878331018547951,0.9553192486947122,0.8
44,0.14510549500394604,0.29104102560048395,0.9539875346564126,0.795
45,0.1473917876558769,0.27875320316371427,0.9609735521142977,0.795
46,0.14967969368556971,0.2782684255176912,0.9500960100895592,0.795
47,0.15717662636586313,0.2673863692537374,0.9544390746130844,0.795
48,0.15454861825180327,0.2766215827552587,0.9518714465562553,0.795
49,0.16368206164335272,0.2770242093775901,0.9583408625417418,0.795
50,0.11235405290575723,0.1857096963104727,0.6383298659531149,0.5468118714301476
