epoch,train_loss,val_loss,train_acc,val_acc
1,0.9267231036345885,0.9402795216518036,0.2640326932848601,0.2813153771188386
2,1.3002856700524397,1.333292491902026,0.4271462496415042,0.4488285072949933
3,1.1412312536504494,1.2140630242948383,0.4957010421719508,0.48204163542184336
4,0.9970710345657254,1.0932716902406605,0.5498852159578007,0.5193088654435335
5,0.8811088282775136,1.0080375876465373,0.602547558755562,0.5477713506188367
6,0.7758906016965281,0.9172937991670259,0.6452163360712371,0.5964943051962832
7,0.6771876593120162,0.8551170128426885,0.685686893120419,0.6144365685490848
8,0.6015360249512473,0.7954974761881809,0.7161159437306898,0.640621066197873
9,0.538407869926093,0.7470494768035657,0.7473928600961288,0.6560981936623016
10,0.4825641556700516,0.6937019302379189,0.7693344579149598,0.6911084266247902
11,0.43867934456283975,0.620544193687922,0.7956396864654782,0.7105589547031731
12,0.3935873560721801,0.5606403469958741,0.8206106989789075,0.7130949517579452
13,0.3612397797737773,0.520393039661883,0.8420042352817433,0.7146106140982909
14,0.32146941193830003,0.49945574304977614,0.8545958536328438,0.7244180139157543
15,0.3033486386979824,0.4894192735592718,0.8591861530906955,0.7446093052798077
16,0.28727094959025673,0.46788064230936977,0.867216583621779,0.7639926301509316
17,0.2669146201140645,0.44982186867875895,0.8767849169751768,0.7692450733959064
18,0.25435118223027375,0.4168602356008553,0.8903555222440684,0.7742815307437345
19,0.2359065120170628,0.3999059231937727,0.9010031011955492,0.7781364510961866
20,0.2269947596216886,0.3839208129567945,0.913397697905706,0.7918389268461695
21,0.2028708259592388,0.37255681880127905,0.9169747225031527,0.7982649102475593
22,0.19416159633915278,0.3583516391675594,0.9276268166895337,0.8069084705621562
23,0.18800355307794872,0.35491133889680326,0.9273727632697819,0.8109820498614095
24,0.1854974986493152,0.3478210924896508,0.9327511799404262,0.8115212194079129
25,0.1808595517157943,0.33584393873408624,0.9297816317650303,0.8193298242898748
26,0.17560072656837025,0.32290554306704355,0.9339113282611007,0.8235671162327476
27,0.1755340193266353,0.3321866080410686,0.935883744715008,0.821857961468631
28,0.18001174170065526,0.3273678310796643,0.935458040336077,0.8215050898736331
29,0.17877722039850943,0.34085138883775673,0.936791370490534,0.8230012028112081
30,0.1680758194169606,0.3270741817357888,0.9431647478326917,0.8381519355927605
31,0.15612700958891038,0.3258464614058844,0.9583743936108813,0.8412
32,0.15306359272438358,0.3097997817022084,0.9613110865563534,0.8412
33,0.16343224099549997,0.3064013111134195,0.9592570946890121,0.8348555997895485
34,0.1647105497383567,0.2983099524434522,0.9498981408019014,0.832044858156713
35,0.16306350260595548,0.3074796558168291,0.9481787502646023,0.8289178096014455
36,0.15851679016717898,0.2907398240873635,0.9436769100078347,0.8350480386912664
37,0.1517240501946573,0.2944825221770851,0.9365945440362976,0.8358338960090472
38,0.1449261017443202,0.2749318811573431,0.9472660407231553,0.8357927496237538
39,0.1338732563124857,0.2731199077995857,0.9455463472525416,0.8386559113761625
40,0.14505416301795335,0.2774488674423605,0.952314338264745,0.8335330440469328
41,0.1473136686831053,0.2948348694161197,0.9392892838347615,0.8325345833017938
42,0.14676180134043273,0.3038467707907573,0.9444883607361128,0.8350310213737429
43,0.1416340150804211,0.30218487450152653,0.9466668024085254,0.8412
44,0.15044684402238986,0.29536499839327596,0.9512585442195857,0.8412
45,0.15107277143758935,0.2915107137969041,0.9468586841461211,0.8462
46,0.15171036025104026,0.2862488538402274,0.9475498991517567,0.8300599347581128
47,0.14400773791015842,0.2808095829374442,0.9509611798830834,0.8250154756031225
48,0.14912411293628913,0.2914768630328697,0.9543873371376624,0.8333496940456155
49,0.14512931955928857,0.2895314428742093,0.9495373805034857,0.8412
50,0.0968939444964741,0.19370692946933216,0.6303969133354261,0.5741846808667345
